0.000,5.816,6.299,10.524
1.000,5.816,6.299,10.524
2.000,5.816,6.299,10.524
3.000,5.816,6.299,10.524
4.000,5.816,6.299,10.524
5.000,5.816,6.299,10.524
6.000,5.816,6.299,10.524
7.000,5.816,6.299,10.524
8.000,5.816,6.299,10.524
9.000,5.816,6.299,10.524
10.000,5.816,6.299,10.524
11.000,5.816,6.299,10.524
12.000,5.816,6.299,10.524
13.000,5.816,6.299,10.524
14.000,5.816,6.299,10.524
15.000,5.816,6.299,10.524
16.000,5.816,6.299,10.524
17.000,5.816,6.299,10.524
18.000,5.816,6.299,10.524
19.000,5.816,6.299,10.524
20.000,5.816,6.299,10.524
21.000,5.816,6.299,10.524
22.000,5.816,6.299,10.524
23.000,5.816,6.299,10.524
24.000,5.816,6.299,10.519
25.000,5.816,6.299,10.443
26.000,5.816,6.299,10.295
27.000,5.813,6.299,10.145
28.000,5.747,6.265,9.965
29.000,5.631,6.139,9.813
30.000,5.600,5.988,9.659
31.000,5.660,5.868,9.507
32.000,5.797,5.839,9.355
33.000,5.877,5.901,9.204
34.000,5.866,6.036,9.052
35.000,5.763,6.103,8.898
36.000,5.622,6.083,8.749
37.000,5.560,5.984,8.605
38.000,5.576,5.839,8.461
39.000,5.679,5.761,8.313
40.000,5.827,5.769,8.166
41.000,5.929,5.861,8.019
42.000,5.946,6.008,7.873
43.000,5.879,6.149,7.727
44.000,5.740,6.223,7.579
45.000,5.606,6.211,7.431
46.000,5.554,6.108,7.281
47.000,5.588,5.962,7.133
48.000,5.709,5.839,6.985
49.000,5.857,5.803,6.837
50.000,5.997,5.852,6.686
51.000,6.055,5.983,6.539
52.000,6.031,6.129,6.393
53.000,5.918,6.275,6.246
54.000,5.769,6.355,6.096
55.000,5.622,6.347,5.947
56.000,5.474,6.252,5.800
57.000,5.373,6.106,5.653
58.000,5.358,5.957,5.505
59.000,5.431,5.821,5.356
60.000,5.575,5.767,5.206
61.000,5.686,5.798,5.059
62.000,5.714,5.915,4.911
63.000,5.656,6.085,4.764
64.000,5.456,6.109,4.555
65.000,5.308,6.045,4.406
66.000,5.212,5.904,4.254
67.000,5.204,5.754,4.105
68.000,5.285,5.624,3.956
69.000,5.433,5.580,3.805
70.000,5.572,5.623,3.654
71.000,5.629,5.751,3.504
72.000,5.598,5.903,3.354
73.000,5.483,6.004,3.207
74.000,5.341,6.025,3.064
75.000,5.207,5.960,2.915
76.000,5.158,5.820,2.766
77.000,5.193,5.688,2.619
78.000,5.315,5.636,2.471
79.000,5.456,5.670,2.320
80.000,5.518,5.790,2.174
81.000,5.496,5.935,2.024
82.000,5.384,6.009,1.874
83.000,5.256,6.012,1.750
84.000,5.211,6.012,1.712
85.000,5.211,6.012,1.712
86.000,5.211,6.012,1.712
87.000,5.211,6.012,1.712
88.000,5.211,6.012,1.712
89.000,5.211,6.012,1.712
90.000,5.211,6.012,1.712
91.000,5.211,6.012,1.712
92.000,5.211,6.012,1.712
93.000,5.211,6.012,1.712
94.000,5.211,6.012,1.712
95.000,5.211,6.012,1.712
96.000,5.211,6.012,1.712
0.000,5.211,6.012,1.712
1.000,5.211,6.012,1.764
2.000,5.211,6.012,1.900
3.000,5.211,6.012,2.057
4.000,5.211,6.012,2.210
5.000,5.211,6.012,2.360
6.000,5.191,5.984,2.510
7.000,5.142,5.869,2.659
8.000,5.177,5.719,2.809
9.000,5.300,5.617,2.960
10.000,5.442,5.604,3.110
11.000,5.510,5.682,3.260
12.000,5.490,5.810,3.410
13.000,5.378,5.859,3.560
14.000,5.260,5.819,3.710
15.000,5.231,5.698,3.860
16.000,5.285,5.626,4.010
17.000,5.293,5.655,4.205
18.000,5.220,5.645,4.354
19.000,5.213,5.601,4.505
20.000,5.205,5.607,4.650
21.000,5.117,5.596,4.800
22.000,5.078,5.555,4.951
23.000,5.070,5.566,5.101
24.000,5.003,5.542,5.251
25.000,4.993,5.514,5.401
26.000,4.963,5.517,5.551
27.000,4.913,5.454,5.701
28.000,4.942,5.389,5.851
29.000,4.934,5.385,6.001
30.000,4.888,5.319,6.150
31.000,4.917,5.247,6.301
32.000,4.902,5.242,6.451
33.000,4.846,5.189,6.596
34.000,4.867,5.094,6.743
35.000,4.874,5.079,6.893
36.000,4.817,5.037,7.045
37.000,4.831,4.953,7.195
38.000,4.844,4.941,7.345
39.000,4.797,4.904,7.495
40.000,4.795,4.886,7.640
41.000,4.795,4.886,7.740
42.000,4.795,4.886,7.764
43.000,4.795,4.886,7.764
44.000,4.795,4.886,7.764
45.000,4.795,4.886,7.764
46.000,4.795,4.886,7.764
47.000,4.795,4.886,7.764
48.000,4.795,4.886,7.764
49.000,4.795,4.886,7.764
50.000,4.795,4.886,7.764
51.000,4.795,4.886,7.764
52.000,4.795,4.886,7.764
